ENSG00000010379	ENSMUSG00000030108	ENSRNOG00000012876	ENSOCUG00000000003	ENSCPOG00000013744	ENSSTOG00000000918	ENSMLUG00000000435	ENSPVAG00000004771	ENSECAG00000013410	ENSCAFG00000015769	ENSMICG00000007883	ENSOGAG00000000310	ENSGGOG00000004892
ENSG00000087299	ENSMUSG00000020988	ENSRNOG00000004857	ENSOCUG00000011422	ENSCPOG00000010700	ENSSTOG00000011889	ENSMLUG00000009805	ENSPVAG00000006172	ENSECAG00000020354	ENSCAFG00000014237	ENSMICG00000013196	ENSOGAG00000014286	ENSGGOG00000003027
ENSG00000181722	ENSMUSG00000022708	ENSRNOG00000001966	ENSOCUG00000004232	ENSCPOG00000021801	ENSSTOG00000001832	ENSMLUG00000014239	ENSPVAG00000008525	ENSECAG00000015809	ENSCAFG00000010823	ENSMICG00000008815	ENSOGAG00000029972	ENSGGOG00000025065
ENSG00000187555	ENSMUSG00000022710	ENSRNOG00000025496	ENSOCUG00000003527	ENSCPOG00000002969	ENSSTOG00000011630	ENSMLUG00000004712	ENSPVAG00000003123	ENSECAG00000009628	ENSCAFG00000018993	ENSMICG00000008677	ENSOGAG00000014709	ENSGGOG00000005355
ENSG00000166855	ENSMUSG00000015357	ENSRNOG00000030225	ENSOCUG00000007293	ENSCPOG00000003391	ENSSTOG00000003763	ENSMLUG00000008769	ENSPVAG00000004858	ENSECAG00000016127	ENSCAFG00000017131	ENSMICG00000014970	ENSOGAG00000013626	ENSGGOG00000000326
ENSG00000105810	ENSMUSG00000040274	ENSRNOG00000009258	ENSOCUG00000011078	ENSCPOG00000004814	ENSSTOG00000014024	ENSMLUG00000011872	ENSPVAG00000003903	ENSECAG00000016512	ENSCAFG00000001998	ENSMICG00000004219	ENSOGAG00000034774	ENSGGOG00000025851
ENSG00000114646	ENSMUSG00000032482	ENSRNOG00000020833	ENSOCUG00000014013	ENSCPOG00000010149	ENSSTOG00000022444	ENSMLUG00000026048	ENSPVAG00000010179	ENSECAG00000023483	ENSCAFG00000013156	ENSMICG00000013714	ENSOGAG00000012430	ENSGGOG00000014842
ENSG00000136160	ENSMUSG00000022122	ENSRNOG00000010997	ENSOCUG00000017780	ENSCPOG00000015463	ENSSTOG00000009258	ENSMLUG00000005518	ENSPVAG00000000596	ENSECAG00000024851	ENSCAFG00000005187	ENSMICG00000016941	ENSOGAG00000009621	ENSGGOG00000014423
ENSG00000169221	ENSMUSG00000042492	ENSRNOG00000017349	ENSOCUG00000027396	ENSCPOG00000023607	ENSSTOG00000027313	ENSMLUG00000006703	ENSPVAG00000008649	ENSECAG00000022918	ENSCAFG00000016940	ENSMICG00000011808	ENSOGAG00000025723	ENSGGOG00000014283
ENSG00000103091	ENSMUSG00000031959	ENSRNOG00000018967	ENSOCUG00000011087	ENSCPOG00000010169	ENSSTOG00000010240	ENSMLUG00000000584	ENSPVAG00000013686	ENSECAG00000022834	ENSCAFG00000020099	ENSMICG00000012260	ENSOGAG00000003864	ENSGGOG00000014559
ENSG00000108784	ENSMUSG00000001751	ENSRNOG00000032381	ENSOCUG00000000581	ENSCPOG00000010613	ENSSTOG00000003602	ENSMLUG00000027344	ENSPVAG00000016553	ENSECAG00000016227	ENSCAFG00000014972	ENSMICG00000010243	ENSOGAG00000012198	ENSGGOG00000010841
ENSG00000166716	ENSMUSG00000005621	ENSRNOG00000011458	ENSOCUG00000005980	ENSCPOG00000008571	ENSSTOG00000012942	ENSMLUG00000005645	ENSPVAG00000006403	ENSECAG00000016283	ENSCAFG00000012909	ENSMICG00000000763	ENSOGAG00000002465	ENSGGOG00000009373
ENSG00000163347	ENSMUSG00000022512	ENSRNOG00000001926	ENSOCUG00000011464	ENSCPOG00000010741	ENSSTOG00000009637	ENSMLUG00000015642	ENSPVAG00000003542	ENSECAG00000021074	ENSCAFG00000029313	ENSMICG00000010698	ENSOGAG00000008451	ENSGGOG00000013999
ENSG00000171564	ENSMUSG00000033831	ENSRNOG00000007092	ENSOCUG00000011235	ENSCPOG00000008828	ENSSTOG00000010158	ENSMLUG00000007690	ENSPVAG00000012376	ENSECAG00000010239	ENSCAFG00000008424	ENSMICG00000003228	ENSOGAG00000011311	ENSGGOG00000014050
ENSG00000147869	ENSMUSG00000038192	ENSRNOG00000010518	ENSOCUG00000010374	ENSCPOG00000011943	ENSSTOG00000003236	ENSMLUG00000016586	ENSPVAG00000014239	ENSECAG00000014945	ENSCAFG00000001535	ENSMICG00000001257	ENSOGAG00000011870	ENSGGOG00000001552
ENSG00000174498	ENSMUSG00000032394	ENSRNOG00000030800	ENSOCUG00000000310	ENSCPOG00000006751	ENSSTOG00000023391	ENSMLUG00000000621	ENSPVAG00000004879	ENSECAG00000024763	ENSCAFG00000017149	ENSMICG00000003513	ENSOGAG00000013646	ENSGGOG00000010452
ENSG00000121057	ENSMUSG00000018428	ENSRNOG00000002373	ENSOCUG00000017563	ENSCPOG00000013327	ENSSTOG00000022206	ENSMLUG00000010820	ENSPVAG00000002188	ENSECAG00000009841	ENSCAFG00000017409	ENSMICG00000013586	ENSOGAG00000011014	ENSGGOG00000011719
ENSG00000136383	ENSMUSG00000038763	ENSRNOG00000011659	ENSOCUG00000005991	ENSCPOG00000008577	ENSSTOG00000025386	ENSMLUG00000005659	ENSPVAG00000006405	ENSECAG00000015231	ENSCAFG00000012927	ENSMICG00000000766	ENSOGAG00000025756	ENSGGOG00000009380
ENSG00000164946	ENSMUSG00000059049	ENSRNOG00000022309	ENSOCUG00000010379	ENSCPOG00000011267	ENSSTOG00000003243	ENSMLUG00000016591	ENSPVAG00000014241	ENSECAG00000015567	ENSCAFG00000001537	ENSMICG00000015934	ENSOGAG00000011871	ENSGGOG00000014708
ENSG00000169085	ENSMUSG00000067879	ENSRNOG00000021663	ENSOCUG00000000345	ENSCPOG00000007576	ENSSTOG00000008800	ENSMLUG00000003160	ENSPVAG00000013647	ENSECAG00000000693	ENSCAFG00000025392	ENSMICG00000009873	ENSOGAG00000008697	ENSGGOG00000008516
ENSG00000165118	ENSMUSG00000021550	ENSRNOG00000019232	ENSOCUG00000008836	ENSCPOG00000001990	ENSSTOG00000013498	ENSMLUG00000005866	ENSPVAG00000009075	ENSECAG00000025074	ENSCAFG00000001404	ENSMICG00000015776	ENSOGAG00000034807	ENSGGOG00000011293
ENSG00000113946	ENSMUSG00000038148	ENSRNOG00000033878	ENSOCUG00000011471	ENSCPOG00000008643	ENSSTOG00000008723	ENSMLUG00000001753	ENSPVAG00000006452	ENSECAG00000021850	ENSCAFG00000014009	ENSMICG00000010702	ENSOGAG00000002915	ENSGGOG00000025366
ENSG00000156222	ENSMUSG00000025726	ENSRNOG00000018940	ENSOCUG00000006006	ENSCPOG00000008594	ENSSTOG00000013003	ENSMLUG00000005687	ENSPVAG00000006413	ENSECAG00000007499	ENSCAFG00000012937	ENSMICG00000000775	ENSOGAG00000014166	ENSGGOG00000009389
ENSG00000180318	ENSMUSG00000036602	ENSRNOG00000004390	ENSOCUG00000009125	ENSCPOG00000027131	ENSSTOG00000026970	ENSMLUG00000008586	ENSPVAG00000008003	ENSECAG00000008597	ENSCAFG00000005972	ENSMICG00000012977	ENSOGAG00000014211	ENSGGOG00000000168
ENSG00000049323	ENSMUSG00000001870	ENSRNOG00000033090	ENSOCUG00000009598	ENSCPOG00000007011	ENSSTOG00000011543	ENSMLUG00000002425	ENSPVAG00000015288	ENSECAG00000019691	ENSCAFG00000005843	ENSMICG00000009581	ENSOGAG00000002741	ENSGGOG00000012159
ENSG00000126368	ENSMUSG00000020889	ENSRNOG00000009329	ENSOCUG00000009732	ENSCPOG00000015135	ENSSTOG00000006333	ENSMLUG00000010485	ENSPVAG00000008551	ENSECAG00000006267	ENSCAFG00000016150	ENSMICG00000003310	ENSOGAG00000005780	ENSGGOG00000009668
ENSG00000196083	ENSMUSG00000022514	ENSRNOG00000001928	ENSOCUG00000004870	ENSCPOG00000008554	ENSSTOG00000005216	ENSMLUG00000005737	ENSPVAG00000006456	ENSECAG00000005083	ENSCAFG00000014029	ENSMICG00000014437	ENSOGAG00000009256	ENSGGOG00000012048
ENSG00000074603	ENSMUSG00000032393	ENSRNOG00000019105	ENSOCUG00000011751	ENSCPOG00000014124	ENSSTOG00000002203	ENSMLUG00000009434	ENSPVAG00000004890	ENSECAG00000010846	ENSCAFG00000017203	ENSMICG00000000049	ENSOGAG00000013651	ENSGGOG00000012470
ENSG00000106692	ENSMUSG00000028414	ENSRNOG00000028129	ENSOCUG00000011820	ENSCPOG00000009551	ENSSTOG00000010262	ENSMLUG00000005101	ENSPVAG00000005742	ENSECAG00000008158	ENSCAFG00000002770	ENSMICG00000001709	ENSOGAG00000024071	ENSGGOG00000005619
ENSG00000166508	ENSMUSG00000029730	ENSRNOG00000001349	ENSOCUG00000000300	ENSCPOG00000005107	ENSSTOG00000009021	ENSMLUG00000014145	ENSPVAG00000005189	ENSECAG00000015149	ENSCAFG00000014748	ENSMICG00000003969	ENSOGAG00000016842	ENSGGOG00000002733
ENSG00000171044	ENSMUSG00000035067	ENSRNOG00000011634	ENSOCUG00000015473	ENSCPOG00000006150	ENSSTOG00000024802	ENSMLUG00000030305	ENSPVAG00000010441	ENSECAG00000013980	ENSCAFG00000008074	ENSMICG00000009413	ENSOGAG00000025978	ENSGGOG00000009379
ENSG00000110887	ENSMUSG00000042096	ENSRNOG00000000694	ENSOCUG00000001322	ENSCPOG00000008164	ENSSTOG00000011598	ENSMLUG00000010662	ENSPVAG00000007450	ENSECAG00000008398	ENSCAFG00000011224	ENSMICG00000017623	ENSOGAG00000033977	ENSGGOG00000013247
ENSG00000152193	ENSMUSG00000022120	ENSRNOG00000009690	ENSOCUG00000028116	ENSCPOG00000010023	ENSSTOG00000022458	ENSMLUG00000002138	ENSPVAG00000004722	ENSECAG00000011364	ENSCAFG00000031900	ENSMICG00000011548	ENSOGAG00000007156	ENSGGOG00000014440
ENSG00000068120	ENSMUSG00000001755	ENSRNOG00000019918	ENSOCUG00000015195	ENSCPOG00000006117	ENSSTOG00000003638	ENSMLUG00000016660	ENSPVAG00000016555	ENSECAG00000008468	ENSCAFG00000014948	ENSMICG00000010251	ENSOGAG00000009863	ENSGGOG00000010858
ENSG00000104643	ENSMUSG00000035078	ENSRNOG00000011560	ENSOCUG00000016992	ENSCPOG00000000883	ENSSTOG00000020537	ENSMLUG00000017672	ENSPVAG00000010442	ENSECAG00000014120	ENSCAFG00000008058	ENSMICG00000001397	ENSOGAG00000001023	ENSGGOG00000016267
ENSG00000188175	ENSMUSG00000044156	ENSRNOG00000009711	ENSOCUG00000000623	ENSCPOG00000004661	ENSSTOG00000011821	ENSMLUG00000000672	ENSPVAG00000016983	ENSECAG00000019487	ENSCAFG00000002011	ENSMICG00000012423	ENSOGAG00000000280	ENSGGOG00000002483
ENSG00000111752	ENSMUSG00000040669	ENSRNOG00000015191	ENSOCUG00000003600	ENSCPOG00000007323	ENSSTOG00000013207	ENSMLUG00000011125	ENSPVAG00000012192	ENSECAG00000015666	ENSCAFG00000013824	ENSMICG00000014385	ENSOGAG00000005604	ENSGGOG00000010735
ENSG00000139746	ENSMUSG00000022119	ENSRNOG00000009836	ENSOCUG00000008843	ENSCPOG00000021081	ENSSTOG00000016031	ENSMLUG00000003386	ENSPVAG00000011666	ENSECAG00000014547	ENSCAFG00000005242	ENSMICG00000010350	ENSOGAG00000009171	ENSGGOG00000005994
ENSG00000123485	ENSMUSG00000044783	ENSRNOG00000022911	ENSOCUG00000011170	ENSCPOG00000004994	ENSSTOG00000021242	ENSMLUG00000017421	ENSPVAG00000006273	ENSECAG00000010053	ENSCAFG00000011899	ENSMICG00000014679	ENSOGAG00000014928	ENSGGOG00000002621
ENSG00000122642	ENSMUSG00000029781	ENSRNOG00000005478	ENSOCUG00000010668	ENSCPOG00000019418	ENSSTOG00000019843	ENSMLUG00000005524	ENSPVAG00000013180	ENSECAG00000000404	ENSCAFG00000003151	ENSMICG00000000720	ENSOGAG00000001136	ENSGGOG00000007468
ENSG00000188895	ENSMUSG00000052915	ENSRNOG00000009643	ENSOCUG00000022057	ENSCPOG00000009744	ENSSTOG00000021214	ENSMLUG00000010504	ENSPVAG00000008554	ENSECAG00000023981	ENSCAFG00000016146	ENSMICG00000003319	ENSOGAG00000005783	ENSGGOG00000011859
ENSG00000099250	ENSMUSG00000025810	ENSRNOG00000010744	ENSOCUG00000004579	ENSCPOG00000009021	ENSSTOG00000013476	ENSMLUG00000000911	ENSPVAG00000011930	ENSECAG00000020753	ENSCAFG00000003776	ENSMICG00000008497	ENSOGAG00000010288	ENSGGOG00000001496
ENSG00000108829	ENSMUSG00000020869	ENSRNOG00000003524	ENSOCUG00000004613	ENSCPOG00000010019	ENSSTOG00000008913	ENSMLUG00000005547	ENSPVAG00000016584	ENSECAG00000018072	ENSCAFG00000017036	ENSMICG00000009710	ENSOGAG00000000949	ENSGGOG00000006310
ENSG00000186051	ENSMUSG00000028417	ENSRNOG00000028082	ENSOCUG00000005817	ENSCPOG00000008197	ENSSTOG00000026950	ENSMLUG00000008792	ENSPVAG00000005744	ENSECAG00000004995	ENSCAFG00000032112	ENSMICG00000001720	ENSOGAG00000009225	ENSGGOG00000006780
ENSG00000144481	ENSMUSG00000036251	ENSRNOG00000019035	ENSOCUG00000002047	ENSCPOG00000005510	ENSSTOG00000014749	ENSMLUG00000017423	ENSPVAG00000006276	ENSECAG00000011427	ENSCAFG00000011936	ENSMICG00000014693	ENSOGAG00000013442	ENSGGOG00000008375
ENSG00000095209	ENSMUSG00000028420	ENSRNOG00000028063	ENSOCUG00000005809	ENSCPOG00000007863	ENSSTOG00000003014	ENSMLUG00000002636	ENSPVAG00000008018	ENSECAG00000013488	ENSCAFG00000024981	ENSMICG00000001721	ENSOGAG00000033320	ENSGGOG00000007210
ENSG00000118454	ENSMUSG00000039988	ENSRNOG00000011340	ENSOCUG00000002007	ENSCPOG00000009559	ENSSTOG00000008687	ENSMLUG00000012297	ENSPVAG00000011919	ENSECAG00000016794	ENSCAFG00000020422	ENSMICG00000016341	ENSOGAG00000027080	ENSGGOG00000016397
ENSG00000005955	ENSMUSG00000020530	ENSRNOG00000027860	ENSOCUG00000000925	ENSCPOG00000004278	ENSSTOG00000002398	ENSMLUG00000013188	ENSPVAG00000011624	ENSECAG00000024653	ENSCAFG00000017839	ENSMICG00000004202	ENSOGAG00000013777	ENSGGOG00000007954
ENSG00000134183	ENSMUSG00000009108	ENSRNOG00000019296	ENSOCUG00000005560	ENSCPOG00000011517	ENSSTOG00000008716	ENSMLUG00000004375	ENSPVAG00000009564	ENSECAG00000006929	ENSCAFG00000019823	ENSMICG00000005167	ENSOGAG00000013588	ENSGGOG00000013316
ENSG00000133636	ENSMUSG00000019890	ENSRNOG00000004179	ENSOCUG00000010336	ENSCPOG00000006576	ENSSTOG00000010252	ENSMLUG00000008733	ENSPVAG00000006900	ENSECAG00000010879	ENSCAFG00000005976	ENSMICG00000007940	ENSOGAG00000003210	ENSGGOG00000010239
ENSG00000149503	ENSMUSG00000024660	ENSRNOG00000032929	ENSOCUG00000011258	ENSCPOG00000005701	ENSSTOG00000014541	ENSMLUG00000024707	ENSPVAG00000009113	ENSECAG00000009621	ENSCAFG00000015888	ENSMICG00000005864	ENSOGAG00000012974	ENSGGOG00000014193
ENSG00000124253	ENSMUSG00000027513	ENSRNOG00000028616	ENSOCUG00000017905	ENSCPOG00000006584	ENSSTOG00000014799	ENSMLUG00000011043	ENSPVAG00000007382	ENSECAG00000014037	ENSCAFG00000012065	ENSMICG00000008947	ENSOGAG00000014667	ENSGGOG00000010993
ENSG00000188828	ENSMUSG00000018595	ENSRNOG00000002391	ENSOCUG00000014781	ENSCPOG00000015675	ENSSTOG00000009168	ENSMLUG00000007877	ENSPVAG00000016366	ENSECAG00000012063	ENSCAFG00000017804	ENSMICG00000003048	ENSOGAG00000005390	ENSGGOG00000013949
ENSG00000138614	ENSMUSG00000034263	ENSRNOG00000012469	ENSOCUG00000007520	ENSCPOG00000000764	ENSSTOG00000002217	ENSMLUG00000015095	ENSPVAG00000004892	ENSECAG00000018884	ENSCAFG00000017243	ENSMICG00000003990	ENSOGAG00000013667	ENSGGOG00000003838
ENSG00000117560	ENSMUSG00000000817	ENSRNOG00000002978	ENSOCUG00000028219	ENSCPOG00000014667	ENSSTOG00000007743	ENSMLUG00000006636	ENSPVAG00000005720	ENSECAG00000016549	ENSCAFG00000014678	ENSMICG00000015725	ENSOGAG00000011779	ENSGGOG00000023617
ENSG00000138079	ENSMUSG00000024131	ENSRNOG00000007006	ENSOCUG00000005464	ENSCPOG00000009505	ENSSTOG00000004848	ENSMLUG00000016111	ENSPVAG00000012038	ENSECAG00000018573	ENSCAFG00000002538	ENSMICG00000004923	ENSOGAG00000028039	ENSGGOG00000011896
ENSG00000100490	ENSMUSG00000020990	ENSRNOG00000038720	ENSOCUG00000023744	ENSCPOG00000014472	ENSSTOG00000028678	ENSMLUG00000009848	ENSPVAG00000006174	ENSECAG00000023015	ENSCAFG00000014292	ENSMICG00000013212	ENSOGAG00000014294	ENSGGOG00000015887
ENSG00000129696	ENSMUSG00000031577	ENSRNOG00000023494	ENSOCUG00000008740	ENSCPOG00000015720	ENSSTOG00000007790	ENSMLUG00000002764	ENSPVAG00000004696	ENSECAG00000016076	ENSCAFG00000006302	ENSMICG00000013113	ENSOGAG00000003393	ENSGGOG00000010498
ENSG00000162600	ENSMUSG00000035069	ENSRNOG00000007214	ENSOCUG00000013456	ENSCPOG00000007240	ENSSTOG00000002080	ENSMLUG00000013753	ENSPVAG00000012797	ENSECAG00000009131	ENSCAFG00000018911	ENSMICG00000005121	ENSOGAG00000005686	ENSGGOG00000001213
ENSG00000188729	ENSMUSG00000052276	ENSRNOG00000030462	ENSOCUG00000007035	ENSCPOG00000024963	ENSSTOG00000020025	ENSMLUG00000017299	ENSPVAG00000006120	ENSECAG00000011502	ENSCAFG00000014032	ENSMICG00000005442	ENSOGAG00000007086	ENSGGOG00000014756
ENSG00000165805	ENSMUSG00000056912	ENSRNOG00000007344	ENSOCUG00000004280	ENSCPOG00000012468	ENSSTOG00000004396	ENSMLUG00000011631	ENSPVAG00000013439	ENSECAG00000014376	ENSCAFG00000005990	ENSMICG00000008075	ENSOGAG00000006837	ENSGGOG00000000185
ENSG00000149292	ENSMUSG00000040219	ENSRNOG00000008595	ENSOCUG00000011625	ENSCPOG00000004685	ENSSTOG00000003513	ENSMLUG00000011854	ENSPVAG00000007826	ENSECAG00000017966	ENSCAFG00000013902	ENSMICG00000004006	ENSOGAG00000006402	ENSGGOG00000003228
ENSG00000101557	ENSMUSG00000047879	ENSRNOG00000014981	ENSOCUG00000011595	ENSCPOG00000000958	ENSSTOG00000006456	ENSMLUG00000004069	ENSPVAG00000004003	ENSECAG00000022985	ENSCAFG00000018309	ENSMICG00000009020	ENSOGAG00000000466	ENSGGOG00000003003
ENSG00000123560	ENSMUSG00000031425	ENSRNOG00000002419	ENSOCUG00000014800	ENSCPOG00000015674	ENSSTOG00000004055	ENSMLUG00000011055	ENSPVAG00000014591	ENSECAG00000015446	ENSCAFG00000017811	ENSMICG00000003053	ENSOGAG00000015080	ENSGGOG00000016511
ENSG00000108352	ENSMUSG00000038020	ENSRNOG00000027871	ENSOCUG00000023409	ENSCPOG00000022695	ENSSTOG00000006403	ENSMLUG00000010554	ENSPVAG00000008562	ENSECAG00000016871	ENSCAFG00000032290	ENSMICG00000003329	ENSOGAG00000003154	ENSGGOG00000005071
ENSG00000180096	ENSMUSG00000000486	ENSRNOG00000017804	ENSOCUG00000023559	ENSCPOG00000003088	ENSSTOG00000002782	ENSMLUG00000006749	ENSPVAG00000008655	ENSECAG00000009390	ENSCAFG00000016576	ENSMICG00000011817	ENSOGAG00000013350	ENSGGOG00000017024
ENSG00000152492	ENSMUSG00000038127	ENSRNOG00000001930	ENSOCUG00000012695	ENSCPOG00000013365	ENSSTOG00000000219	ENSMLUG00000012788	ENSPVAG00000006129	ENSECAG00000014753	ENSCAFG00000014058	ENSMICG00000005452	ENSOGAG00000007089	ENSGGOG00000011521
ENSG00000185697	ENSMUSG00000025912	ENSRNOG00000021669	ENSOCUG00000015184	ENSCPOG00000007578	ENSSTOG00000006634	ENSMLUG00000003166	ENSPVAG00000013648	ENSECAG00000015959	ENSCAFG00000007344	ENSMICG00000009881	ENSOGAG00000004344	ENSGGOG00000003892
ENSG00000175592	ENSMUSG00000024912	ENSRNOG00000020552	ENSOCUG00000011143	ENSCPOG00000007491	ENSSTOG00000003296	ENSMLUG00000011050	ENSPVAG00000016964	ENSECAG00000023092	ENSCAFG00000013132	ENSMICG00000012846	ENSOGAG00000016518	ENSGGOG00000011411
ENSG00000074621	ENSMUSG00000034452	ENSRNOG00000026904	ENSOCUG00000027844	ENSCPOG00000013596	ENSSTOG00000002228	ENSMLUG00000015104	ENSPVAG00000004893	ENSECAG00000013327	ENSCAFG00000017247	ENSMICG00000003996	ENSOGAG00000013674	ENSGGOG00000016389
ENSG00000176387	ENSMUSG00000031891	ENSRNOG00000017084	ENSOCUG00000011843	ENSCPOG00000010894	ENSSTOG00000016446	ENSMLUG00000024893	ENSPVAG00000008204	ENSECAG00000014152	ENSCAFG00000020362	ENSMICG00000012073	ENSOGAG00000028718	ENSGGOG00000012970
ENSG00000122643	ENSMUSG00000029780	ENSRNOG00000005981	ENSOCUG00000005016	ENSCPOG00000013661	ENSSTOG00000026363	ENSMLUG00000005531	ENSPVAG00000013182	ENSECAG00000011777	ENSCAFG00000003154	ENSMICG00000000723	ENSOGAG00000001137	ENSGGOG00000028164
ENSG00000153060	ENSMUSG00000039179	ENSRNOG00000002571	ENSOCUG00000001110	ENSCPOG00000006554	ENSSTOG00000004503	ENSMLUG00000004020	ENSPVAG00000013743	ENSECAG00000020928	ENSCAFG00000018953	ENSMICG00000004054	ENSOGAG00000010526	ENSGGOG00000007033
ENSG00000167107	ENSMUSG00000076435	ENSRNOG00000003330	ENSOCUG00000002690	ENSCPOG00000013278	ENSSTOG00000011724	ENSMLUG00000005551	ENSPVAG00000016587	ENSECAG00000019245	ENSCAFG00000017050	ENSMICG00000009718	ENSOGAG00000005393	ENSGGOG00000006513
ENSG00000114279	ENSMUSG00000022523	ENSRNOG00000001931	ENSOCUG00000007581	ENSCPOG00000008961	ENSSTOG00000010301	ENSMLUG00000010464	ENSPVAG00000011808	ENSECAG00000024399	ENSCAFG00000031187	ENSMICG00000012683	ENSOGAG00000010039	ENSGGOG00000005230
ENSG00000103274	ENSMUSG00000022503	ENSRNOG00000002574	ENSOCUG00000000922	ENSCPOG00000022598	ENSSTOG00000026061	ENSMLUG00000004023	ENSPVAG00000013744	ENSECAG00000015307	ENSCAFG00000018947	ENSMICG00000004056	ENSOGAG00000010529	ENSGGOG00000000962
ENSG00000205143	ENSMUSG00000066224	ENSRNOG00000013416	ENSOCUG00000000361	ENSCPOG00000001541	ENSSTOG00000002820	ENSMLUG00000022582	ENSPVAG00000014819	ENSECAG00000019080	ENSCAFG00000024873	ENSMICG00000002379	ENSOGAG00000008253	ENSGGOG00000002920
ENSG00000155158	ENSMUSG00000038172	ENSRNOG00000042603	ENSOCUG00000010656	ENSCPOG00000004887	ENSSTOG00000000975	ENSMLUG00000016611	ENSPVAG00000014245	ENSECAG00000024552	ENSCAFG00000001545	ENSMICG00000015971	ENSOGAG00000011887	ENSGGOG00000005786
ENSG00000147955	ENSMUSG00000036078	ENSRNOG00000014604	ENSOCUG00000000364	ENSCPOG00000024938	ENSSTOG00000002835	ENSMLUG00000003061	ENSPVAG00000014824	ENSECAG00000019783	ENSCAFG00000030020	ENSMICG00000002386	ENSOGAG00000028645	ENSGGOG00000002924
ENSG00000072080	ENSMUSG00000026295	ENSRNOG00000019224	ENSOCUG00000002056	ENSCPOG00000014773	ENSSTOG00000023763	ENSMLUG00000017424	ENSPVAG00000010525	ENSECAG00000007372	ENSCAFG00000011984	ENSMICG00000014730	ENSOGAG00000013450	ENSGGOG00000006676
ENSG00000186187	ENSMUSG00000033545	ENSRNOG00000019028	ENSOCUG00000023442	ENSCPOG00000010190	ENSSTOG00000026020	ENSMLUG00000024337	ENSPVAG00000013692	ENSECAG00000009191	ENSCAFG00000020092	ENSMICG00000012284	ENSOGAG00000032150	ENSGGOG00000026748
ENSG00000133874	ENSMUSG00000039328	ENSRNOG00000023473	ENSOCUG00000004721	ENSCPOG00000015721	ENSSTOG00000016504	ENSMLUG00000012520	ENSPVAG00000004699	ENSECAG00000015301	ENSCAFG00000006291	ENSMICG00000013127	ENSOGAG00000003902	ENSGGOG00000013394
ENSG00000162415	ENSMUSG00000033948	ENSRNOG00000018160	ENSOCUG00000004177	ENSCPOG00000012994	ENSSTOG00000006525	ENSMLUG00000002015	ENSPVAG00000009880	ENSECAG00000020787	ENSCAFG00000023971	ENSMICG00000010358	ENSOGAG00000009684	ENSGGOG00000001535
ENSG00000159720	ENSMUSG00000013160	ENSRNOG00000017235	ENSOCUG00000011850	ENSCPOG00000010904	ENSSTOG00000016447	ENSMLUG00000005187	ENSPVAG00000008207	ENSECAG00000015817	ENSCAFG00000020360	ENSMICG00000012079	ENSOGAG00000000021	ENSGGOG00000012974
ENSG00000178235	ENSMUSG00000075478	ENSRNOG00000009209	ENSOCUG00000013009	ENSCPOG00000014188	ENSSTOG00000027247	ENSMLUG00000001213	ENSPVAG00000005735	ENSECAG00000002681	ENSCAFG00000023840	ENSMICG00000005389	ENSOGAG00000005750	ENSGGOG00000024834
ENSG00000127252	ENSMUSG00000022525	ENSRNOG00000001711	ENSOCUG00000011454	ENSCPOG00000008871	ENSSTOG00000008501	ENSMLUG00000008414	ENSPVAG00000016120	ENSECAG00000024565	ENSCAFG00000030318	ENSMICG00000017346	ENSOGAG00000004769	ENSGGOG00000016505
ENSG00000166111	ENSMUSG00000042078	ENSRNOG00000000693	ENSOCUG00000016234	ENSCPOG00000013976	ENSSTOG00000025881	ENSMLUG00000007194	ENSPVAG00000007451	ENSECAG00000023228	ENSCAFG00000011185	ENSMICG00000017624	ENSOGAG00000007434	ENSGGOG00000014918
ENSG00000154319	ENSMUSG00000035095	ENSRNOG00000011316	ENSOCUG00000011301	ENSCPOG00000006947	ENSSTOG00000010848	ENSMLUG00000017674	ENSPVAG00000012163	ENSECAG00000017897	ENSCAFG00000007970	ENSMICG00000001402	ENSOGAG00000001025	ENSGGOG00000016082
ENSG00000130147	ENSMUSG00000036206	ENSRNOG00000019316	ENSOCUG00000016982	ENSCPOG00000023889	ENSSTOG00000016367	ENSMLUG00000011869	ENSPVAG00000003231	ENSECAG00000009382	ENSCAFG00000012014	ENSMICG00000004598	ENSOGAG00000014779	ENSGGOG00000013506
ENSG00000081019	ENSMUSG00000044098	ENSRNOG00000019671	ENSOCUG00000003759	ENSCPOG00000006990	ENSSTOG00000005592	ENSMLUG00000007416	ENSPVAG00000008188	ENSECAG00000008072	ENSCAFG00000009241	ENSMICG00000001369	ENSOGAG00000013910	ENSGGOG00000003843
ENSG00000166676	ENSMUSG00000050908	ENSRNOG00000025545	ENSOCUG00000000923	ENSCPOG00000002096	ENSSTOG00000028744	ENSMLUG00000004032	ENSPVAG00000011339	ENSECAG00000011641	ENSCAFG00000018938	ENSMICG00000004062	ENSOGAG00000010537	ENSGGOG00000000963
ENSG00000182199	ENSMUSG00000025403	ENSRNOG00000008106	ENSOCUG00000013242	ENSCPOG00000012840	ENSSTOG00000013388	ENSMLUG00000004955	ENSPVAG00000003961	ENSECAG00000021295	ENSCAFG00000000195	ENSMICG00000012350	ENSOGAG00000001857	ENSGGOG00000010240
